,name,medal_type,count
557,FILIPOVIC Radoslav,Gold Medal,1
558,FILMER Caileigh,Silver Medal,1
559,FINK Nic,Gold Medal,1
560,FINK Nic,Silver Medal,2
561,FINKE Bobby,Gold Medal,1
562,FINKE Bobby,Silver Medal,1
563,FINUCANE Emma,Bronze Medal,2
564,FINUCANE Emma,Gold Medal,1
565,FISCHER Justus,Silver Medal,1
566,FISHER Grant,Bronze Medal,2
567,FITSIOU Zoi,Bronze Medal,1
568,FITZSIMMONS Riley,Silver Medal,1
569,FLEETWOOD Tommy,Silver Medal,1
570,FLIPPES Laura,Silver Medal,1
571,FLORIJN Finn,Gold Medal,1
572,FLORIJN Karolien,Gold Medal,1
573,FOCONI Alessio,Silver Medal,1
574,FOJT Sara,Bronze Medal,2
575,FOKKE Luna Noa,Gold Medal,1
576,FOPPA Pauletta,Silver Medal,1
577,FORCA ARIZA Judith,Gold Medal,1
578,FORD Emily,Bronze Medal,1
579,FORD Tom,Gold Medal,1
580,FORNAL Tomasz,Silver Medal,1
581,FORNER Theo,Gold Medal,1
582,FOSTER Carson,Bronze Medal,1
583,FOSTER Carson,Silver Medal,1
584,FOURNIER Evan,Silver Medal,1
585,FOX Emily,Gold Medal,1
586,FOX Jessica,Gold Medal,2
587,FOX Noemie,Gold Medal,1
588,FRANCIS Brooke,Gold Medal,1
589,FREIGANG Laura,Bronze Medal,1
590,FRIEDMANN Adar,Silver Medal,1
591,FRIEDRICH Lea,Bronze Medal,1
592,FRIEDRICH Lea,Silver Medal,1
593,FRIGO Manuel,Bronze Medal,1
594,FRIIS Emma,Bronze Medal,1
595,FRITZ Taylor,Bronze Medal,1
596,FROHMS Merle,Bronze Medal,1
597,FRY Charlotte,Bronze Medal,2
598,FUJINAMI Akari,Gold Medal,1
599,FUKSA Martin,Gold Medal,1
600,FUKUSHIMA Shihomi,Bronze Medal,1
601,FULTON Shaane,Silver Medal,1
602,FUMITA Kenichiro,Gold Medal,1
603,FUNAKUBO Haruka,Bronze Medal,1
604,FUNAKUBO Haruka,Silver Medal,1
605,FURLANI Mattia,Bronze Medal,1
606,GABA Joan-Benjamin,Gold Medal,1
607,GABA Joan-Benjamin,Silver Medal,1
608,GABI NUNES,Silver Medal,1
609,GABI PORTILHO,Silver Medal,1
610,GAHIE Marie Eve,Gold Medal,1
611,GANNA Filippo,Bronze Medal,1
612,GANNA Filippo,Silver Medal,1
613,GARCIA Eric,Gold Medal,1
614,GARCIA GODOY Maica,Gold Medal,1
615,GARCIA Joan,Gold Medal,1
616,GARCIA POLO Marina,Bronze Medal,1
617,GARCIANDIA Imanol,Bronze Medal,1
618,GARNBRET Janja,Gold Medal,1
619,GARRIGOS Francisco,Bronze Medal,1
620,GAUZY Simon,Bronze Medal,1
621,GAZOZ Mete,Bronze Medal,1
622,GAZSO Alida Dora,Bronze Medal,1
623,GAZSO Alida Dora,Silver Medal,1
624,GE Chutong,Bronze Medal,1
625,GEMESI Csanad,Silver Medal,1
626,GEMMELL Erin,Silver Medal,1
627,GENTILI Giacomo,Silver Medal,1
628,GEORGE Cayla,Bronze Medal,1
629,GEORGE Tom,Silver Medal,1
630,GERALDO TEIXEIRA Lorenne,Bronze Medal,1
631,GERASHCHENKO Iryna,Bronze Medal,1
632,GERMADE Rodrigo,Bronze Medal,1
633,GESTIN Nicolas,Gold Medal,1
634,GHADFA DRISSI EL AISSAOUI Ayoub,Silver Medal,1
635,GHANIMI Rachid,Bronze Medal,1
636,GIBBS Rory,Gold Medal,1
637,GIDSEL Mathias,Gold Medal,1
638,GIMENO Vega,Silver Medal,1
639,GIOVANNINI Gaia,Gold Medal,1
640,GIRMA Naomi,Gold Medal,1
641,GIULIANI Maximillian,Bronze Medal,1
642,GKAIDATZIS Petros,Bronze Medal,1
643,GLAETZER Matthew,Bronze Medal,2
644,GLAUSER Laura,Silver Medal,1
645,GLOVER Helen,Silver Medal,1
646,GOBERT Rudy,Silver Medal,1
647,GOFERS Keesja,Silver Medal,1
648,GOGNIAT Audrey,Bronze Medal,1
649,GOLLA Johannes,Silver Medal,1
650,GOMEZ Aleix,Bronze Medal,1
651,GOMEZ Sergio,Gold Medal,1
652,GONCALVES Leonardo,Bronze Medal,1
653,GORZELANY Agustina,Bronze Medal,1
654,GOSE Isabel,Bronze Medal,1
655,GOULD Andrew,Bronze Medal,1
656,GOWLER Jackie,Bronze Medal,1
657,GRABOSCH Pauline,Bronze Medal,1
658,GRADY Michael,Gold Medal,1
659,GRAMBUSCH Mats,Silver Medal,1
660,GRAMBUSCH Tom,Silver Medal,1
661,GRANATTO Maria,Bronze Medal,1
662,GRANDIDIER NKANANG Aaron,Gold Medal,1
663,GRANDVEAU Lena,Silver Medal,1
664,GRANIER Lucie,Silver Medal,1
665,GRANT Imogen,Gold Medal,1
666,GRAY Chelsea,Gold Medal,1
667,GREBENNIKOV Jenia,Gold Medal,1
668,GREEN Sienna,Silver Medal,1
669,GREEN Tom,Bronze Medal,1
670,GREINACHER Sonja,Gold Medal,1
671,GREITEN Pia,Bronze Medal,1
672,GRGIC Marko,Silver Medal,1
673,GRIGALASHVILI Tato,Silver Medal,1
674,GRIMES Katie,Silver Medal,1
675,GRINER Brittney,Gold Medal,1
676,GROBBELAAR Christie,Bronze Medal,1
677,GROSSE Johannes,Silver Medal,1
678,GROUSSET Maxime,Bronze Medal,1
679,GRUCHALLA-WESIERSKI Kasia,Silver Medal,1
680,GU Bingfeng,Silver Medal,1
681,GU Bongil,Gold Medal,1
682,GUAZZINI Vittoria,Gold Medal,1
683,GUDURIC Marko,Bronze Medal,1
684,GUERDAT Steve,Silver Medal,1
685,GUILIANO Chris,Gold Medal,1
686,GUILIANO Chris,Silver Medal,1
687,GULICH Andrin,Bronze Medal,1
688,GULYAS Michelle,Gold Medal,1
689,GUO Qing,Silver Medal,1
690,GUO Qiqi,Gold Medal,1
691,GURULI Lasha,Bronze Medal,1
692,GUTIERREZ Miguel,Gold Medal,1
693,GUY James,Gold Medal,1
694,GUZMAN LOPEZ Yusneylis,Silver Medal,1
695,GWINN Giulia,Bronze Medal,1
696,HAASE Rebekka,Bronze Medal,1
697,HAEFNER Kai,Silver Medal,1
698,HAKE Jule Marie,Bronze Medal,1
699,HAKE Jule Marie,Silver Medal,1
700,HAKIMI Achraf,Bronze Medal,1
701,HALASZ Bence,Silver Medal,1
702,HALD Simon,Gold Medal,1
703,HALES Nathan,Gold Medal,1
704,HALIBURTON Tyrese,Gold Medal,1
705,HALL Quincy,Gold Medal,2
706,HALLIGAN Bronte,Silver Medal,1
707,HALLOCK Ben,Bronze Medal,1
708,HAMBY Dearica,Bronze Medal,1
709,HAN Juyeo,Bronze Medal,1
710,HANCOCK Micha,Silver Medal,1
711,HANCOCK Vincent,Gold Medal,1
712,HANCOCK Vincent,Silver Medal,1
713,HANSEN Anne Mette,Bronze Medal,1
714,HANSEN Mikkel,Gold Medal,1
715,HAO Ting,Gold Medal,1
716,HARDING Anthony,Bronze Medal,1
717,HARIMOTO Miwa,Silver Medal,1
718,HARPER Yasmin,Bronze Medal,1
719,HARRIES Toby,Bronze Medal,1
720,HARRINGTON Kellie,Gold Medal,1
721,HARRIS Meg,Gold Medal,1
722,HARRIS Meg,Silver Medal,2
723,HARRISON Nevin,Silver Medal,1
724,HARVEY Eleanor,Bronze Medal,1
725,HASHIMOTO Daiki,Gold Medal,1
726,HASHIMOTO Soichi,Bronze Medal,1
727,HASHIMOTO Soichi,Silver Medal,1
728,HASSAN Sifan,Bronze Medal,2
729,HASSAN Sifan,Gold Medal,1
730,HATHERLY Alan,Bronze Medal,1
731,HAUGHEY Siobhan Bernadette,Bronze Medal,2
732,HAUGSTED Line,Bronze Medal,1
733,HAVARD Noah,Silver Medal,1
734,HAYATA Hina,Bronze Medal,1
735,HAYATA Hina,Silver Medal,1
736,HAYDOCK-WILSON Alex,Bronze Medal,2
737,HAYES Quanera,Gold Medal,1
738,HAYTER Ethan,Silver Medal,1
739,HE Bing Jiao,Silver Medal,1
740,HE Jiangxin,Silver Medal,1
741,HEARN Sienna,Silver Medal,1
742,HEGERING Marina,Bronze Medal,1
743,HEGGE Noah,Bronze Medal,1
744,HEILMAN Thomas,Silver Medal,1
745,HEINDAHL Kathrine,Bronze Medal,1
746,HELD Ryan,Gold Medal,1
747,HELLVIG Jonatan,Gold Medal,1
748,HELLWIG Malte,Silver Medal,1
749,HELLWIG Tim,Gold Medal,1
750,HENDERSON Anna,Silver Medal,1
751,HENDRICH Kathrin,Bronze Medal,1
752,HENKEN Hans,Bronze Medal,1
753,HENRY Desiree,Silver Medal,1
754,HENRY Lauren,Gold Medal,1
755,HENSELEIT Esther,Silver Medal,1
756,HEPWORTH Harry,Bronze Medal,1
757,HERREM Camilla,Gold Medal,1
758,HERSHKO Raz,Silver Medal,1
759,HESTER Carl,Bronze Medal,1
760,HEYDAROV Hidayat,Gold Medal,1
761,HEYMANN Sebastian,Silver Medal,1
762,HIGASHINO Arisa,Bronze Medal,1
763,HIGUCHI Rei,Gold Medal,1
764,HILDEBRANDT Sarah Ann,Gold Medal,1
765,HINCHLIFFE Louie,Bronze Medal,1
766,HINRICHS Teo,Silver Medal,1
767,HINZE Emma,Bronze Medal,1
768,HIRAKI Cocona,Silver Medal,1
769,HIRANO Miu,Silver Medal,1
770,HIRINI Sarah,Gold Medal,1
771,HOBBS Aleia,Gold Medal,1
772,HOBSON Luke,Bronze Medal,1
773,HOBSON Luke,Silver Medal,1
774,HOCKER Cole,Gold Medal,1
775,HODGKINS BYRNE Mathilda,Bronze Medal,1
776,HODGKINSON Keely,Gold Medal,1
777,HOEDEMAKERS Tje,Gold Medal,1
778,HOEJLUND Mie,Bronze Medal,1
779,HOEST Line Flem,Bronze Medal,1
780,HOFFMAN Leigh,Bronze Medal,1
781,HOGAN-ROCHESTER Asia,Silver Medal,1
782,HOLIDAY Jrue,Gold Medal,1
783,HOLLAND Drew,Bronze Medal,1
784,HOLLINGSWORTH Henry,Bronze Medal,1
785,HOLLOWAY Grant,Gold Medal,1
786,HOLMES Alexis,Gold Medal,1
787,HOLT Maxwell,Bronze Medal,1
788,HONG Asher,Bronze Medal,1
789,HONG Kexin,Bronze Medal,1
790,HOOGLAND Jeffrey,Gold Medal,1
791,HOOPER Johnny,Bronze Medal,1
792,HORACEK Tamara,Silver Medal,1
793,HORAN Lindsey,Gold Medal,1
794,HORIGOME Yuto,Gold Medal,1
795,HORNKE Tim,Silver Medal,1
796,HOSKIN Alicia,Gold Medal,2
797,HOU Zhihui,Gold Medal,1
798,HOWARD Rhyne,Bronze Medal,1
799,HRNIC Edi,Bronze Medal,1
800,HUANG Ya Qiong,Gold Medal,1
801,HUANG Yuting,Gold Medal,1
802,HUANG Yuting,Silver Medal,1
803,HUANG Zhangjiayang,Gold Medal,1
804,HUBER Norbert,Silver Medal,1
805,HUDSON-SMITH Matthew,Bronze Medal,1
806,HUDSON-SMITH Matthew,Silver Medal,1
807,HUEBERLI Tanja,Bronze Medal,1
808,HUG Angele,Silver Medal,1
809,HUGHES Zharnel,Bronze Medal,1
810,HUH Mimi,Bronze Medal,1
811,HUH Mimi,Silver Medal,1
812,HULL Jessica,Silver Medal,1
813,HUMANA-PAREDES Melissa,Silver Medal,1
814,HUNT Amy,Silver Medal,1
815,HUNTER Keana,Silver Medal,1
816,HUSKE Torri,Gold Medal,3
817,HUSKE Torri,Silver Medal,2
818,HUSTON Nyjah,Bronze Medal,1
819,IBANEZ DIAZ Javier,Bronze Medal,1
820,IIMURA Kazuki,Gold Medal,1
821,IM Aeji,Bronze Medal,1
822,INCERTI Zac,Bronze Medal,1
823,INGEBRIGTSEN Jakob,Gold Medal,1
824,INGHAM Yasmin,Gold Medal,1
825,INGSTAD Vilde,Gold Medal,1
826,IONESCU Sabrina,Gold Medal,1
827,IORIO Elisa,Silver Medal,1
828,IRVING Max,Bronze Medal,1
829,IRWIN Lauren,Bronze Medal,1
830,ITKIN Nick,Bronze Medal,1
831,ITURBE Alejandro,Gold Medal,1
832,IVERSEN Rikke,Bronze Medal,1
833,JACK Shayna,Gold Medal,2
834,JACKOVICH Danijela,Silver Medal,1
835,JACKSON Lauren,Bronze Medal,1
836,JACOBSEN Magnus Landin,Gold Medal,1
837,JACOBSEN Marit,Gold Medal,1
838,JACOBSEN Niklas Landin,Gold Medal,1
839,JAESCHKE Thomas,Bronze Medal,1
840,JAFAROV Hasrat,Bronze Medal,1
841,JAGSCH Pauline,Silver Medal,1
842,JAKOBSEN Emil,Gold Medal,1
843,JAKSIC Nikola,Gold Medal,1
844,JAKSIC Petar,Gold Medal,1
845,JALOLOV Bakhodir,Gold Medal,1
846,JAMALOV Razambek Salambekovitch,Gold Medal,1
847,JAMES LeBron,Gold Medal,1
848,JANKUNAS Julieta,Bronze Medal,1
849,JANSEN Yibbi,Gold Medal,1
850,JANSSEN Ji,Gold Medal,1
851,JANUSZ Marcin,Silver Medal,1
852,JARECKA Aleksandra,Bronze Medal,1
853,JARMAN Jake,Bronze Medal,1
854,JEANJEAN Anthony,Bronze Medal,1
855,JEDRZEJEWSKI Camille,Silver Medal,1
856,JEFFERIES Ben,Bronze Medal,1
857,JEFFERSON Melissa,Bronze Medal,1
858,JEFFERSON Melissa,Gold Medal,1
859,JENDOUBI Mohamed Khalil,Bronze Medal,1
860,JENDRYK II Jeffrey,Bronze Medal,1
861,JEON Eunhye,Silver Medal,1
862,JEON Hayoung,Silver Medal,1
863,JEON Hunyoung,Gold Medal,1
864,JEON Jihee,Bronze Medal,1
865,JEONG Na Eun,Silver Medal,1
866,JHENIFFER,Silver Medal,1
867,JI Bowen,Gold Medal,1
868,JIA Yi Fan,Gold Medal,1
869,JIANG Yiting,Bronze Medal,1
870,JO Jin Mi,Silver Medal,1
871,JOCHEMS Marleen,Gold Medal,1
872,JOERGENSEN Kristina,Bronze Medal,1
873,JOERGENSEN Lukas,Gold Medal,1
874,JOHANNES Marine,Silver Medal,1
875,JOHN Yemi Mary,Bronze Medal,1
876,JOHNSON Moesha,Silver Medal,1
877,JOHNSON-THOMPSON Katarina,Silver Medal,1
878,JOKIC Nikola,Bronze Medal,1
879,JOKOVIC Maro,Silver Medal,1
880,JONES Omari,Bronze Medal,1
881,JORGENSEN Emma Aastrand,Bronze Medal,1
882,JOSAIA Raisuqe,Silver Medal,1
883,JOSEPH Jefferson-Lee,Gold Medal,1
884,JOUFFROY Quentin,Gold Medal,1
885,JOUSTRA Kittylynn,Bronze Medal,1
886,JOVIC Nikola,Bronze Medal,1
887,JUDA Paul,Bronze Medal,1
888,JUNG Michael,Gold Medal,1
889,JUNG Yerin,Bronze Medal,1
890,JUNIANSYAH Rizki,Gold Medal,1
891,JUNK Sophia,Bronze Medal,1
892,JURKA Jakub,Bronze Medal,1
893,KACZMAREK Lukasz,Silver Medal,1
894,KACZMAREK Natalia,Bronze Medal,1
895,KAGAMI Yuka,Gold Medal,1
896,KALEYN Boryana,Silver Medal,1
897,KALIMUENDO Arnaud,Silver Medal,1
898,KALLBERG Anton,Silver Medal,1
899,KALUCKA Aleksandra,Bronze Medal,1
900,KANO Koki,Gold Medal,1
901,KANO Koki,Silver Medal,1
902,KANOR Orlane,Silver Medal,1
903,KANTOR Sharon,Silver Medal,1
904,KARALIS Emmanouil,Bronze Medal,1
905,KAREEM Zaid,Silver Medal,1
906,KARLSSON Kristian,Silver Medal,1
907,KARLSSON Lovisa,Bronze Medal,1
908,KATOUSSI Firas,Gold Medal,1
909,KATZBERG Ethan,Gold Medal,1
910,KAUFHOLD Casey,Bronze Medal,1
911,KAUFMANN Paul-Phili,Silver Medal,1
912,KAYA Kazuma,Gold Medal,1
913,KEARNS Tilly,Silver Medal,1
914,KEBINATSHIPI Busang Collen,Silver Medal,1
915,KECHTA Yassine,Bronze Medal,1
916,KEENEY Maddison,Silver Medal,1
917,KELDIYOROVA Diyora,Gold Medal,1
918,KELLY Hannah,Bronze Medal,2
919,KELTER Alev,Bronze Medal,1
920,KENDRICKS Sam,Silver Medal,1
921,KENNEDY Nina,Gold Medal,1
922,KERLEY Fred,Bronze Medal,1
923,KEROLIN,Silver Medal,1
924,KERR Hamish,Gold Medal,1
925,KERR Josh,Silver Medal,1
926,KEUM Jihyeon,Silver Medal,1
927,KEUNING Maartje,Bronze Medal,1
928,KHALOKOV Abdumalik,Gold Medal,1
929,KHAMBAO Surodchana,Bronze Medal,1
930,KHARKOV Konstantin,Silver Medal,1
931,KHARLAN Olga,Bronze Medal,1
932,KHARLAN Olga,Gold Medal,1
933,KHARUN Ilya,Bronze Medal,2
934,KHELIF Imane,Gold Medal,1
935,KHYAR Walide,Gold Medal,1
936,KHYZHNIAK Oleksandr,Gold Medal,1
937,KIBIWOT Abraham,Bronze Medal,1
938,KIBLER Drew,Silver Medal,1
939,KIEFER Lee,Gold Medal,2
940,KIKUCHI Komaki,Bronze Medal,1
941,KILTY Richard,Bronze Medal,1
942,KIM Hayun,Bronze Medal,2
943,KIM Je Deok,Gold Medal,1
944,KIM Jisu,Bronze Medal,1
945,KIM Kum Yong,Silver Medal,1
946,KIM Mi Rae,Bronze Medal,1
947,KIM Mi Rae,Silver Medal,1
948,KIM Minjong,Bronze Medal,1
949,KIM Minjong,Silver Medal,1
950,KIM Won Ho,Silver Medal,1
951,KIM Won Jin,Bronze Medal,1
952,KIM Woojin,Gold Medal,3
953,KIM Woomin,Bronze Medal,1
954,KIM Yeji,Silver Medal,1
955,KIM Yujin,Gold Medal,1
956,KIMIA Alizadeh,Bronze Medal,1
957,KING Lilly,Gold Medal,1
958,KING Matt,Gold Medal,1
959,KING Olivia,Silver Medal,1
960,KING Tyla,Gold Medal,1
961,KIPRUTO Benson,Bronze Medal,1
962,KIPYEGON Faith,Gold Medal,1
963,KIPYEGON Faith,Silver Medal,1
964,KIRKELOEKKE Niclas,Gold Medal,1
965,KIRPICHNIKOVA Anastasiia,Silver Medal,1
966,KIRSHE Kristi,Bronze Medal,1
967,KIT Kristen,Silver Medal,1
968,KITAGUCHI Haruka,Gold Medal,1
969,KITAJIMA Ryuzo,Bronze Medal,1
970,KIYANICHANDEH Nahid,Silver Medal,1
971,KIYOOKA Kotaro,Gold Medal,1
972,KLASIK Alicja,Bronze Medal,1
973,KLAVER Lieke,Gold Medal,1
974,KLAVER Lieke,Silver Medal,1
975,KLEIN IKKINK Isaya,Gold Medal,1
976,KLEMET Oliver,Silver Medal,1
977,KNAB Ruben,Silver Medal,1
978,KNAPIK-MIAZGA Renata,Bronze Medal,1
979,KNIBB Taylor,Silver Medal,1
980,KNIGHT Josie,Bronze Medal,1
981,KNORR Juri,Silver Medal,1
982,KO Lydia,Gold Medal,1
983,KOANDA Solfrid Eila Amena,Gold Medal,1
984,KOCH Mate Tamas,Gold Medal,1
985,KOCHANOWSKI Jakub,Silver Medal,1
986,KOESTER Julian,Silver Medal,1
987,KOHLBACHER Jannik,Silver Medal,1
988,KOKHAN Mykhaylo,Bronze Medal,1
989,KOLIADENKO Iryna,Silver Medal,1
990,KOMASHCHUK Alina,Gold Medal,1
991,KOMATA Akira,Silver Medal,1
992,KONE Manu,Silver Medal,1
993,KONG Man Wai Vivian,Gold Medal,1
994,KONG Yaqi,Bronze Medal,1
995,KONTIDES Pavlos,Silver Medal,1
996,KONTOU Dimitra,Bronze Medal,1
997,KOOLEN Sanne,Gold Medal,1
998,KOPASZ Balint,Bronze Medal,1
999,KOPECKY Lotte,Bronze Medal,1
1000,KORETZKY Victor,Silver Medal,1
1001,KOS Hubert,Gold Medal,1
1002,KOTSOIEV Zelym,Gold Medal,1
1003,KOVACS Joe,Silver Medal,1
1004,KOVTUN Illia,Silver Medal,1
1005,KRAJICEK Austin,Silver Medal,1
1006,KRASNIQI Distria,Silver Medal,1
1007,KRAUT Laura,Silver Medal,1
1008,KRAVATSKA Olena,Gold Medal,1
1009,KRISTIANSEN Veronica,Gold Medal,1
1010,KROPPEN Michelle,Silver Medal,1
1011,KRUEGER Casey,Gold Medal,1
1012,KUKUK Christian,Gold Medal,1
1013,KULISH Serhiy,Silver Medal,1
1014,KUO Hsing-Chun,Bronze Medal,1
1015,KURBANOV Nariman,Silver Medal,1
1016,KUREK Bartosz,Silver Medal,1
1017,KURUGLIEV Dauren,Bronze Medal,1
1018,KUS AYDIN Nafia,Bronze Medal,1
1019,KUSAKA Nao,Gold Medal,1
1020,KUSALE Swapnil,Bronze Medal,1
1021,KWEMOI Ronald,Silver Medal,1
1022,KWON Audrey,Silver Medal,1
1023,KYRGYZBAYEV Gusman,Bronze Medal,1
1024,KYZAIBAY Nazym,Bronze Medal,1
1025,LACAN Leila,Silver Medal,1
1026,LACAZETTE Alexandre,Silver Medal,1
1027,LAFOND Thea,Gold Medal,1
1028,LAGHOUAG Karim Florent,Silver Medal,1
1029,LALAYAN Varazdat,Silver Medal,1
1030,LAMMERTS Annelous,Bronze Medal,1
1031,LAMON Francesco,Bronze Medal,1
1032,LANDOIS Stephane,Silver Medal,1
1033,LANIR Inbar,Silver Medal,1
1034,LANSIQUOT Imani,Silver Medal,1
1035,LAPORTE Christophe,Bronze Medal,1
1036,LARSEN Niklas,Bronze Medal,1
1037,LARSON Jordan,Silver Medal,1
1038,LASSOURCE Coralie,Silver Medal,1
1039,LAUDRUP-DUFOUR Cathrine,Silver Medal,1
1040,LAUGE Rasmus,Gold Medal,1
1041,LAUGHER Jack,Bronze Medal,1
1042,LAUREN,Silver Medal,1
1043,LAURIN Althea,Gold Medal,1
1044,LAVELLE Rose,Gold Medal,1
1045,LAVREYSEN Harrie,Gold Medal,3
1046,LE Alexandra,Bronze Medal,1
1047,LEAHY Conor,Gold Medal,1
1048,LEAL Rayssa,Bronze Medal,1
1049,LEBRUN Alexis,Bronze Medal,1
1050,LEBRUN Felix,Bronze Medal,2
1051,LEDECKY Katie,Bronze Medal,1
1052,LEDECKY Katie,Gold Medal,2
1053,LEDECKY Katie,Silver Medal,1
1054,LEE Dabin,Bronze Medal,1
1055,LEE Eunhye,Bronze Medal,1
1056,LEE Hyekyeong,Bronze Medal,1
1057,LEE Joonhwan,Bronze Medal,2
1058,LEE Meng Yuan,Bronze Medal,1
1059,LEE Spencer Richard,Silver Medal,1
1060,LEE Sunisa,Bronze Medal,2
1061,LEE Sunisa,Gold Medal,1
1062,LEE Wooseok,Bronze Medal,1
1063,LEE Wooseok,Gold Medal,1
1064,LEE Yang,Gold Medal,1
1065,LEE Zii Jia,Bronze Medal,1
1066,LEFORT Enzo,Bronze Medal,1
1067,LEHACI Maria,Gold Medal,1
1068,LEIBFARTH Evy,Bronze Medal,1
1069,LEITAO Iuri,Gold Medal,1
1070,LEITAO Iuri,Silver Medal,1
1071,LEITON ARRONES Paula,Gold Medal,1
1072,LEMES SANTOS Tainara,Bronze Medal,1
1073,LEMKE Max,Gold Medal,2
1074,LEON VENERO Wilfredo,Silver Medal,1
1075,LEONARDO Veddriq,Gold Medal,1
1076,LEONE Chiara,Gold Medal,1
1077,LEPENANT Johann,Silver Medal,1
1078,LESKI Andreja,Gold Medal,1
1079,LESSORT Mathias,Silver Medal,1
1080,LEVY Sarah,Bronze Medal,1
1081,LEYDS Tristan,Bronze Medal,1
1082,LI Bingjie,Bronze Medal,1
1083,LI Fabin,Gold Medal,1
1084,LI Hong,Silver Medal,1
1085,LI Jiaman,Silver Medal,1
1086,LI Qian,Gold Medal,1
1087,LI Wenwen,Gold Medal,1
1088,LI Yuehong,Gold Medal,1
1089,LIAN Junjie,Gold Medal,1
1090,LIANG Wei Keng,Silver Medal,1
1091,LIANG Yushuai,Bronze Medal,1
1092,LIEBSCHER-LUCZ Tom,Gold Medal,1
1093,LIENDO Josh,Silver Medal,1
1094,LILIK Elena,Silver Medal,1
1095,LIM Jonghoon,Bronze Medal,1
1096,LIM Sihyeon,Gold Medal,3
1097,LIMA Willian,Bronze Medal,1
1098,LIMA Willian,Silver Medal,1
1099,LIN Xiyu Janet,Bronze Medal,1
1100,LIN Yu Ting,Gold Medal,1
1101,LINDBERG Hans,Gold Medal,1
1102,LINDEMANN Laura,Gold Medal,1
1103,LINDER Sarai,Bronze Medal,1
1104,LINDGREN Victor,Silver Medal,1
1105,LINDSEY Courtney,Gold Medal,1
1106,LITTLE Shamier,Gold Medal,1
1107,LITTLE Shamier,Silver Medal,1
1108,LITVINOVICH Ivan,Gold Medal,1
1109,LIU Calista,Silver Medal,1
1110,LIU Hao,Gold Medal,1
1111,LIU Huanhua,Gold Medal,1
1112,LIU Sheng Shu,Silver Medal,1
1113,LIU Yang,Gold Medal,1
1114,LIU Yang,Silver Medal,1
1115,LIU Yaxin,Bronze Medal,1
1116,LIU Yukun,Gold Medal,1
1117,LLUIS VALETTE Lilou,Bronze Medal,1
1118,LOCKO Bradley,Silver Medal,1
1119,LOGAN Piper,Silver Medal,1
