,name,medal_type,count
1120,LOGANIMASI Ponipate,Silver Medal,1
1121,LOHMANN Sydney,Bronze Medal,1
1122,LOMACZ Grzegorz,Silver Medal,1
1123,LONCAR Luka,Silver Medal,1
1124,LONG Daoyi,Gold Medal,1
1125,LONG Heidi,Bronze Medal,1
1126,LONGMAN Genevieve,Silver Medal,1
1127,LOPEZ CARDONA Arlen,Bronze Medal,1
1128,LOPEZ Diego,Gold Medal,1
1129,LOPEZ Fermin,Gold Medal,1
1130,LOPEZ NUNEZ Mijain,Gold Medal,1
1131,LOPEZ Yeison,Silver Medal,1
1132,LORENA,Silver Medal,1
1133,LOUATI Yacine,Gold Medal,1
1134,LOUIS-MARIE Alexandra,Silver Medal,1
1135,LOWE Ed,Silver Medal,1
1136,LOYD Jewell,Gold Medal,1
1137,LUBIAN Marina,Gold Medal,1
1138,LUCIANA,Silver Medal,1
1139,LUDMILA,Silver Medal,1
1140,LUDWIG Moritz,Silver Medal,1
1141,LUECKENKEMPER Gina,Bronze Medal,1
1142,LUEHRS Lasse,Gold Medal,1
1143,LUKEBA Castello,Silver Medal,1
1144,LUNDE Katrine,Gold Medal,1
1145,LUO Shifang,Gold Medal,1
1146,LUU Jacklyn,Silver Medal,1
1147,LUZAN Liudmyla,Silver Medal,1
1148,LYLES Noah,Bronze Medal,1
1149,LYLES Noah,Gold Medal,1
1150,LYNCH Daire,Bronze Medal,1
1151,LYU Jianlin,Bronze Medal,1
1152,MA Long,Gold Medal,1
1153,MA Ning,Silver Medal,1
1154,MA Zhenzhao,Bronze Medal,1
1155,MA'A Micah,Bronze Medal,1
1156,MACCHI Filippo,Silver Medal,2
1157,MACDONALD Matt,Silver Medal,1
1158,MACEDO Rafael,Bronze Medal,1
1159,MACHAC Tomas,Gold Medal,1
1160,MACKENZIE Sloan,Bronze Medal,1
1161,MACLEAN Ollie,Silver Medal,1
1162,MADDALENA Sagen,Silver Medal,1
1163,MADDEN Paige,Bronze Medal,1
1164,MADDEN Paige,Silver Medal,1
1165,MADGEN Tess,Bronze Medal,1
1166,MADOUAS Valentin,Silver Medal,1
1167,MAEDER Maximilian,Bronze Medal,1
1168,MAEHR Lukas,Gold Medal,1
1169,MAERTENS Lukas,Gold Medal,1
1170,MAGASSA Soungoutou,Silver Medal,1
1171,MAGBEGOR Ezi,Bronze Medal,1
1172,MAGGETTI Marta,Gold Medal,1
1173,MAGOMEDOV Gashim,Silver Medal,1
1174,MAGOMEDOV Magomedkhan,Bronze Medal,1
1175,MAHER Ben,Gold Medal,1
1176,MAHER Ilona,Bronze Medal,1
1177,MAHIEU Romain,Bronze Medal,1
1178,MAHUCHIKH Yaroslava,Gold Medal,1
1179,MAJDALANI Mateo,Silver Medal,1
1180,MAJOR Veronika,Bronze Medal,1
1181,MAKHMADBEKOV Somon,Bronze Medal,1
1182,MAKHMUDOV Akzhol,Bronze Medal,1
1183,MAKKER Mick,Silver Medal,1
1184,MALAN Giorgio,Bronze Medal,1
1185,MALDINI Federico Nilo,Silver Medal,1
1186,MALLO-BRETON Auriane,Silver Medal,2
1187,MALONE Brody,Bronze Medal,1
1188,MALONGA Dominique,Silver Medal,1
1189,MALONGA Madeleine,Gold Medal,1
1190,MANAOUT Haytam,Bronze Medal,1
1191,MANAUDOU Florent,Bronze Medal,2
1192,MANDIC Dusan,Gold Medal,1
1193,MANUEL Simone,Silver Medal,2
1194,MAOUHOUB Mehdi,Bronze Medal,1
1195,MAQUEDA Jorge,Bronze Medal,1
1196,MARCHAND Leon,Bronze Medal,1
1197,MARCHAND Leon,Gold Medal,4
1198,MARCHANT Katy,Gold Medal,1
1199,MARICIC Miran,Bronze Medal,1
1200,MARIN POTRILLE Milaimy de la Carid,Bronze Medal,1
1201,MARINI Tommaso,Silver Medal,1
1202,MARINIC KRAGIC Jerko,Silver Medal,1
1203,MARINKOVIC Vanja,Bronze Medal,1
1204,MARKS Caroline,Gold Medal,1
1205,MAROULIS Helen Louise,Bronze Medal,1
1206,MARTA,Silver Medal,1
1207,MARTIN Alvaro,Bronze Medal,1
1208,MARTIN Alvaro,Gold Medal,1
1209,MARTINENGHI Nicolo,Gold Medal,1
1210,MARTON Viviana,Gold Medal,1
1211,MAS PUJADAS Meritxell,Bronze Medal,1
1212,MASSE Kylie,Bronze Medal,1
1213,MASWANGANYI Shaun,Silver Medal,1
1214,MATANA Jeremaia,Silver Medal,1
1215,MATCHARASHVILI Givi,Silver Medal,1
1216,MATETA Jean-Philippe,Silver Medal,1
1217,MATIC Barbara,Gold Medal,1
1218,MATLA Frederique,Gold Medal,1
1219,MATSIMA Chrislain,Silver Medal,1
1220,MATSUSHITA Tomoyuki,Silver Medal,1
1221,MATSUYAMA Hideki,Bronze Medal,1
1222,MATSUYAMA Kyosuke,Gold Medal,1
1223,MATSUYAMA Nami,Bronze Medal,1
1224,MATULIS Gintautas,Bronze Medal,1
1225,MAURELLI Alessia,Bronze Medal,1
1226,MAYER Lisa,Bronze Medal,1
1227,MEAD Nick,Gold Medal,1
1228,MEDINA Gabriel,Bronze Medal,1
1229,MEESTER Veronique,Gold Medal,1
1230,MELBOURNE Jade,Bronze Medal,1
1231,MENEZES OLIVEIRA de SOUZA Ana Cris,Bronze Medal,1
1232,MENG Lingzhe,Bronze Medal,1
1233,MENZEL Leonie,Bronze Medal,1
1234,MERTENS Lukas,Silver Medal,1
1235,MERTINE Julien,Bronze Medal,1
1236,MESCHKULEIT Maya,Silver Medal,1
1237,MESHVILDISHVILI Giorgi,Bronze Medal,1
1238,METHOT Sophiane,Bronze Medal,1
1239,METSEMAKERS Koen,Gold Medal,1
1240,MEVIUS Elisa,Gold Medal,1
1241,MEW JENSEN Scarlett,Bronze Medal,1
1242,MICHEL BOURY Sarah,Silver Medal,1
1243,MICIC Vasilije,Bronze Medal,1
1244,MIDDENDORP Floris,Gold Medal,1
1245,MIHAMBO Malaika,Silver Medal,1
1246,MIKEC Damir,Gold Medal,1
1247,MILAK Kristof,Gold Medal,1
1248,MILAK Kristof,Silver Medal,1
1249,MILAN Jonathan,Bronze Medal,1
1250,MILLER Jorja,Gold Medal,1
1251,MILLOT Enzo,Silver Medal,1
1252,MILNE Rielly,Bronze Medal,1
1253,MILTKAU Marco,Silver Medal,1
1254,MILUTINOV Nikola,Bronze Medal,1
1255,MINASYAN Gor,Bronze Medal,1
1256,MINGE Janina,Bronze Medal,1
1257,MINOBE Kazuyasu,Silver Medal,1
1258,MIRANDA Juan,Gold Medal,1
1259,MIRESSI Alessandro,Bronze Medal,1
1260,MIROSLAW Aleksandra,Gold Medal,1
1261,MIRZAZADEH Amin,Bronze Medal,1
1262,MISOVIC Vladimir,Gold Medal,1
1263,MITCHELL-BLAKE Nethaneel,Bronze Medal,1
1264,MITYUKOV Roman,Bronze Medal,1
1265,MIYAWAKI Karin,Bronze Medal,1
1266,MKHEIDZE Luka,Gold Medal,1
1267,MKHEIDZE Luka,Silver Medal,1
1268,MOCENACAGI Sevuloni,Silver Medal,1
1269,MOELLER Michala,Bronze Medal,1
1270,MOELLGAARD Henrik,Gold Medal,1
1271,MOERK Nora,Gold Medal,1
1272,MOERKOEV Michael,Bronze Medal,1
1273,MOES Freeke,Gold Medal,1
1274,MOGUREAN Daniela,Bronze Medal,1
1275,MOHMADIPIANI Alireza,Silver Medal,1
1276,MOL Anders Berntsen,Bronze Medal,1
1277,MOLENAAR Olav,Silver Medal,1
1278,MONNA Paolo,Bronze Medal,1
1279,MONTAG Jemima,Bronze Medal,2
1280,MONTIBELLER Rosamaria,Bronze Medal,1
1281,MOODY Becky,Bronze Medal,1
1282,MOOLHUIJZEN Lola,Bronze Medal,1
1283,MOON Katie,Silver Medal,1
1284,MOORE Jasmine,Bronze Medal,2
1285,MORAA Mary,Bronze Medal,1
1286,MOREGARD Truls,Silver Medal,2
1287,MOREJON Glenda,Silver Medal,1
1288,MORENO Joan Antoni,Bronze Medal,1
1289,MORIARTY James,Gold Medal,1
1290,MORO Manlio,Bronze Medal,1
1291,MORRIS Anna,Bronze Medal,1
1292,MORRIS Grae,Silver Medal,1
1293,MORRIS Hampton,Bronze Medal,1
1294,MORRISON Jess,Bronze Medal,1
1295,MOSQUERA Cristhian,Gold Medal,1
1296,MOTOKI Sakura,Gold Medal,1
1297,MUAGUTUTIA Garrett,Bronze Medal,1
1298,MUELLER Hannes,Silver Medal,1
1299,MUELLER Mathias,Silver Medal,1
1300,MUHARI Eszter,Bronze Medal,1
1301,MULLOJONOV Lazizbek,Gold Medal,1
1302,MURAO Sanshiro,Silver Medal,2
1303,MURPHY Casey,Gold Medal,1
1304,MURPHY Ryan,Bronze Medal,1
1305,MURPHY Ryan,Gold Medal,1
1306,MURPHY Ryan,Silver Medal,1
1307,MURRAY Tom,Silver Medal,1
1308,MUSETTI Lorenzo,Bronze Medal,1
1309,MUYDINKHUJAEV Asadkhuja,Gold Medal,1
1310,Mc CARTHY Fintan,Gold Medal,1
1311,Mc CLENAGHAN Rhys,Gold Medal,1
1312,Mc SHARRY Mona,Bronze Medal,1
1313,McEVOY Cameron,Gold Medal,1
1314,McEWEN Shelby,Silver Medal,1
1315,McEWEN Tom,Gold Medal,1
1316,McHARDIE Isaac,Silver Medal,1
1317,McINTOSH Summer,Gold Medal,3
1318,McINTOSH Summer,Silver Medal,1
1319,McINTYRE Annabelle,Bronze Medal,1
1320,McKELLAR Rowan,Bronze Medal,1
1321,McKENZIE William,Silver Medal,1
1322,McKEON Emma,Bronze Medal,1
1323,McKEON Emma,Gold Medal,1
1324,McKEON Emma,Silver Medal,1
1325,McKEOWN Kaylee,Bronze Medal,2
1326,McKEOWN Kaylee,Gold Medal,2
1327,McKEOWN Kaylee,Silver Medal,1
1328,McLAUGHLIN-LEVRONE Sydney,Gold Medal,2
1329,McMILLAN Jack,Gold Medal,1
1330,NACUQU Waisea,Silver Medal,1
1331,NADAS Bence,Silver Medal,1
1332,NADEEM Arshad,Gold Medal,1
1333,NAEHER Alyssa,Gold Medal,1
1334,NAGANO Yudai,Gold Medal,1
1335,NAGASE Takanori,Gold Medal,1
1336,NAGASE Takanori,Silver Medal,1
1337,NAGAYAMA Ryuju,Bronze Medal,1
1338,NAGAYAMA Ryuju,Silver Medal,1
1339,NAGY David,Gold Medal,1
1340,NAKACH Akram,Bronze Medal,1
1341,NAM Suhyeon,Gold Medal,1
1342,NAM Suhyeon,Silver Medal,1
1343,NASAR Karlos May,Gold Medal,1
1344,NASER Salwa Eid,Silver Medal,1
1345,NASIBOV Parviz,Silver Medal,1
1346,NASOVA Joji,Silver Medal,1
1347,NAVARRIA Mara,Gold Medal,1
1348,NDORI Bayapo,Silver Medal,1
1349,NDOYE-BROUARD Yohann,Bronze Medal,1
1350,NEDOROSCIK Stephen,Bronze Medal,2
1351,NEILL Thomas,Bronze Medal,1
1352,NEITA Daryll,Silver Medal,1
1353,NEMATZADEH Mobina,Bronze Medal,1
1354,NEMOUR Kaylia,Gold Medal,1
1355,NETZLER Rebecca,Silver Medal,1
1356,NEUGEBAUER Leo,Silver Medal,1
1357,NEWMAN Alysha,Bronze Medal,1
1358,NGAPETH Earvin,Gold Medal,1
1359,NGAYAP HAMBOU Maxime-Gael,Bronze Medal,1
1360,NGAYAP HAMBOU Maxime-Gael,Gold Medal,1
1361,NICHITA Anastasia,Silver Medal,1
1362,NICKA,Silver Medal,1
1363,NIELSEN Emil,Gold Medal,1
1364,NIELSEN Laviai,Bronze Medal,2
1365,NIELSEN Lina,Bronze Medal,1
1366,NIGHSWONGER Jenna,Gold Medal,1
1367,NIIZOE Saki,Silver Medal,1
1368,NKAMBADIO Obed,Silver Medal,1
1369,NKOANA Bradley,Silver Medal,1
1370,NOCANDY Meline,Silver Medal,1
1371,NOLOT Lauriane,Silver Medal,1
1372,NORMAN Michael,Gold Medal,1
1373,NORSTEN Carissa,Silver Medal,1
1374,NORTJE Quewin,Bronze Medal,1
1375,NORWOOD Vernon,Gold Medal,1
1376,NORWOOD Vernon,Silver Medal,1
1377,NOVIKOV Semen Sergeevich,Gold Medal,1
1378,NTILIKINA Frank,Silver Medal,1
1379,NUESKEN Sjoeke,Bronze Medal,1
1380,NUGUSE Yared,Bronze Medal,1
1381,NUKU Manaia,Gold Medal,1
1382,NUNNINK Laura,Gold Medal,1
1383,NZE MINKO Estelle,Silver Medal,1
1384,O DONOVAN Paul,Gold Medal,1
1385,O'BRIEN Kelland,Gold Medal,1
1386,O'CALLAGHAN Mollie,Bronze Medal,1
1387,O'CALLAGHAN Mollie,Gold Medal,3
1388,O'CALLAGHAN Mollie,Silver Medal,1
1389,OBERT Alex,Bronze Medal,1
1390,OBIRI Hellen,Bronze Medal,1
1391,ODRIOZOLA Kauldi,Bronze Medal,1
1392,OESTERGAARD Trine,Bronze Medal,1
1393,OFFEREINS Tinka,Gold Medal,1
1394,OFTEDAL Stine Bredal,Gold Medal,1
1395,OGBOGU Chiaka,Silver Medal,1
1396,OGRODNIKOVA Nikola,Bronze Medal,1
1397,OGUNLEYE Yemisi,Gold Medal,1
1398,OH Sanguk,Gold Medal,2
1399,OH Ye Jin,Gold Medal,1
1400,OHURUOGU Victoria,Bronze Medal,1
1401,OIWA Yoshiaki,Bronze Medal,1
1402,OKA Shinnosuke,Bronze Medal,1
1403,OKA Shinnosuke,Gold Medal,3
1404,OKADA Keiju,Silver Medal,1
1405,OLDENBURG Marloes,Gold Medal,1
1406,OLISE Michael,Silver Medal,1
1407,OLIVEIRA Lorrane,Bronze Medal,1
1408,OLIVEIRA Rui,Gold Medal,1
1409,OLSEN Alena,Bronze Medal,1
1410,OLSON Evan,Bronze Medal,1
1411,OLVERA IBARRA Osmar,Bronze Medal,1
1412,OLVERA IBARRA Osmar,Silver Medal,1
1413,OLYSLAGERS Nicola,Silver Medal,1
1414,OMALLA Eugene,Gold Medal,1
1415,OMORODION Samu,Gold Medal,1
1416,OMORUYI Oghosasere Loveth,Gold Medal,1
1417,ONDONO Onacia,Silver Medal,1
1418,OOSTHUIZEN Ryan,Bronze Medal,1
1419,OPPO Stefano,Silver Medal,1
1420,ORALBAY Nurbek,Silver Medal,1
1421,OROZ Aimar,Gold Medal,1
1422,ORRO Alessia,Gold Medal,1
1423,ORTA SANCHEZ Luis Alberto,Bronze Medal,1
1424,ORTIZ Bea,Gold Medal,1
1425,OSIPOVA Svetlana,Silver Medal,1
1426,OSMANOV Adil,Bronze Medal,1
1427,OU Zixia,Silver Medal,1
1428,OUMIHA Sofiane,Silver Medal,1
1429,OZAKI Nonoka,Bronze Medal,1
1430,OZAKI Seri,Bronze Medal,1
1431,OZHOGINA OZHOGIN Alisa,Bronze Medal,1
1432,PACHECO Jon,Gold Medal,1
1433,PAGE Bryony,Gold Medal,1
1434,PAL Raj Kumar,Bronze Medal,1
1435,PALACIOS DAJOMES Angie Paola,Bronze Medal,1
1436,PALLISTER Lani,Gold Medal,1
1437,PALM Gabriella,Silver Medal,1
1438,PALMER Keegan,Gold Medal,1
1439,PALTCHIK Peter,Bronze Medal,1
1440,PALTRINIERI Gregorio,Bronze Medal,1
1441,PALTRINIERI Gregorio,Silver Medal,1
1442,PALUMBO Francesca,Silver Medal,1
1443,PAN Zhanle,Gold Medal,2
1444,PAN Zhanle,Silver Medal,1
1445,PANG Cholmi,Bronze Medal,1
1446,PANG Qianyu,Bronze Medal,1
1447,PANIZZA Andrea,Silver Medal,1
1448,PAOLINI Jasmine,Gold Medal,1
1449,PAPAKONSTANTINOU Antonios,Bronze Medal,1
1450,PARATTU RAVEENDRAN Sreejesh,Bronze Medal,1
1451,PAREZ EDO MARTIN Stephen,Gold Medal,1
1452,PARIS Laura,Bronze Medal,1
1453,PARITZKI Romi,Silver Medal,1
1454,PARK Hajun,Silver Medal,1
1455,PARK Hyejeong,Silver Medal,1
1456,PARK Sangwon,Gold Medal,1
1457,PARK Skylar,Bronze Medal,1
1458,PARK Taejoon,Gold Medal,1
1459,PARKER Caitlin,Bronze Medal,1
1460,PASQUET Varian,Gold Medal,1
1461,PASZEK Paulina,Bronze Medal,1
1462,PASZEK Paulina,Silver Medal,1
1463,PATRICE Jean-Philippe,Bronze Medal,1
1464,PATRICE Sebastien,Bronze Medal,1
1465,PATRY Jean,Gold Medal,1
1466,PATTERSON Eleanor,Bronze Medal,1
1467,PAUL Mahina,Gold Medal,1
1468,PAUL Tommy,Bronze Medal,1
1469,PAULINO Marileidy,Gold Medal,1
1470,PAULIS Bente,Silver Medal,1
1471,PAUTY Maxime,Bronze Medal,1
1472,PAYNE Sydney,Silver Medal,1
1473,PEARSON Morgan,Silver Medal,1
1474,PEATY Adam,Silver Medal,1
1475,PEERS John,Gold Medal,1
1476,PEETERS Cathelijn,Gold Medal,1
1477,PEETERS Cathelijn,Silver Medal,1
1478,PEILLAT Gonzalo,Silver Medal,1
1479,PENA Pili,Gold Medal,1
1480,PEPLOWSKI Anna,Silver Medal,1
1481,PEREZ Maria,Gold Medal,1
1482,PEREZ Maria,Silver Medal,1
1483,PEREZ VIVAS Nona,Gold Medal,1
1484,PEREZ de VARGAS Gonzalo,Bronze Medal,1
1485,PERISIC Aleksandra,Silver Medal,1
1486,PERKINS Alexandria,Silver Medal,1
1487,PERKINS Jamie,Gold Medal,1
1488,PERREAU Olivier,Bronze Medal,1
1489,PERRY Taylor,Silver Medal,1
1490,PESCHIERA Stefano,Bronze Medal,1
1491,PESELA Anthony,Silver Medal,1
1492,PETCH Rebecca,Silver Medal,1
1493,PETECIO Nesthy,Bronze Medal,1
1494,PETERS Anderson,Bronze Medal,1
1495,PETREANU Victoria Stefania,Gold Medal,1
1496,PETRIASHVILI Geno,Gold Medal,1
1497,PETROUNIAS Eleftherios,Bronze Medal,1
1498,PETRUSEV Fili,Bronze Medal,1
1499,PHIL WIZARD,Gold Medal,1
1500,PIANFETTI Maxime,Bronze Medal,1
1501,PICHARDO Pedro,Silver Medal,1
1502,PICON Charline,Bronze Medal,1
1503,PIDCOCK Thomas,Gold Medal,1
1504,PIERONI Blake,Silver Medal,1
1505,PIKULIK Daria,Silver Medal,1
1506,PILZ Jessica,Bronze Medal,1
1507,PIMENTA Larissa,Bronze Medal,2
1508,PINALES Cristian Javier,Bronze Medal,1
1509,PINNOCK Wayne,Silver Medal,1
1510,PINTADO Brian Daniel,Gold Medal,1
1511,PINTADO Brian Daniel,Silver Medal,1
1512,PIRALKOVA COELLO Isabel,Gold Medal,1
1513,PIZZOLATO Antonino,Bronze Medal,1
1514,PLAVSIC Uros,Bronze Medal,1
1515,PLUM Kelsey,Gold Medal,1
1516,PLUMMER Kathryn,Silver Medal,1
1517,POLLERES Michaela,Bronze Medal,1
1518,PONTES Edival,Bronze Medal,1
1519,POPADIC Toni,Silver Medal,1
1520,POPOVICI David,Bronze Medal,1
1521,POPOVICI David,Gold Medal,1
1522,POPP Alexandra,Bronze Medal,1
1523,POST Lisa,Gold Medal,1
1524,POTTER Beth,Bronze Medal,2
1525,POULTER Jordyn,Silver Medal,1
1526,POURI-LANE Risi,Gold Medal,1
1527,PRASAD Vivek Sagar,Bronze Medal,1
1528,PRETORIUS Tiaan,Bronze Medal,1
1529,PRINCE Conner Lynn,Silver Medal,1
1530,PRINZ Thies,Silver Medal,1
1531,PRISCILA,Silver Medal,1
1532,PROEPSTER Alessa,Bronze Medal,1
1533,PROUD Benjamin,Silver Medal,1
1534,PUBILL Marc,Gold Medal,1
1535,PUKELIS Aurelijus,Bronze Medal,1
1536,PUPP Noemi,Bronze Medal,2
1537,PYTLICK Simon,Gold Medal,1
1538,QI Ying,Silver Medal,1
1539,QIN Haiyang,Gold Medal,1
1540,QIN Haiyang,Silver Medal,1
1541,QIU Qiyuan,Silver Medal,1
1542,QUADROS Ketleyn,Bronze Medal,1
1543,QUAN Hongchan,Gold Medal,2
1544,QUEIROZ Isaquias,Silver Medal,1
1545,QUINTON Pieter,Bronze Medal,1
1546,RABB Krisztian,Silver Medal,1
1547,RABOUTOU Brooke,Silver Medal,1
1548,RADIS Simona,Gold Medal,1
1549,RADIS Simona,Silver Medal,1
1550,RAFAELLE,Silver Medal,1
1551,RAFFAELI Sofia,Bronze Medal,1
1552,RAHIMI Soufiane,Bronze Medal,1
1553,RAKHIMOV Temur,Bronze Medal,1
1554,RAM Rajeev,Silver Medal,1
1555,RAMAZANOV Magomed Eldarovitch,Gold Medal,1
1556,RAMBALDI Luca,Silver Medal,1
1557,RAMBAUT Jules,Silver Medal,1
1558,RAMIREZ Daniella,Silver Medal,1
1559,RAMIREZ IBANEZ Paula,Bronze Medal,1
1560,RAMSAY Ella,Silver Medal,1
1561,RAMSEY Ariana,Bronze Medal,1
1562,RANDELOVIC Sava,Gold Medal,1
1563,RAPOSO RUIZ de los LLANOS Valentina,Bronze Medal,1
1564,RASAKU Kaminieli,Silver Medal,1
1565,RASHITOV Ulugbek,Gold Medal,1
1566,RASOVIC Strahinja,Gold Medal,1
1567,RASOVIC Viktor,Gold Medal,1
1568,RASOVSZKY Kristof,Gold Medal,1
1569,RATZKE Roberta Silva,Bronze Medal,1
1570,RAUCH Felicitas,Bronze Medal,1
1571,RAVET Cyrian,Bronze Medal,1
1572,RAVUTAUMADA Selesitino,Silver Medal,1
1573,REARDON Samuel,Bronze Medal,2
1574,REBBADJ Rayan,Gold Medal,1
1575,REDGRAVE Sam,Silver Medal,1
1576,REEVES Olivia,Gold Medal,1
1577,REICHERT Marie,Gold Medal,1
1578,REILLY Kieran Darren David,Silver Medal,1
1579,REINHARDT Althea,Bronze Medal,1
1580,REISTAD Henny,Gold Medal,1
1581,REMATI Ruby,Silver Medal,1
1582,RENDSCHMIDT Max,Gold Medal,1
1583,RENTERIA RENTERIA Tatiana,Bronze Medal,1
1584,RESTES Guillaume,Silver Medal,1
1585,RETTKE Dana,Silver Medal,1
1586,REUVENY Tom,Gold Medal,1
1587,REYENGA Tijmen,Gold Medal,1
1588,REYES PLA Enmanuel,Bronze Medal,1
1589,RI Jong Sik,Silver Medal,1
1590,RI Se Ung,Bronze Medal,1
1591,RICHARD Frederick,Bronze Medal,1
1592,RICHARDS Matthew,Gold Medal,1
1593,RICHARDS Matthew,Silver Medal,1
1594,RICHARDSON Amir,Bronze Medal,1
1595,RICHARDSON Benjamin,Silver Medal,1
1596,RICHARDSON Lewis,Bronze Medal,1
1597,RICHARDSON Matthew,Bronze Medal,1
1598,RICHARDSON Matthew,Silver Medal,2
1599,RICHARDSON Sha'carri,Gold Medal,1
1600,RICHARDSON Sha'carri,Silver Medal,1
1601,RICKETTS Shanieka,Silver Medal,1
1602,RIDER Seth,Silver Medal,1
1603,RIENKS Ralf,Silver Medal,1
1604,RINDOM Anne-Marie,Silver Medal,1
1605,RINER Teddy,Gold Medal,2
1606,RISSVEDS Jenny,Bronze Medal,1
1607,RIVA Paulin,Gold Medal,1
1608,RIVERA Hezly,Gold Medal,1
1609,RIVERA Sebastian C,Bronze Medal,1
1610,RIZZI Giulia,Gold Medal,1
1611,ROBERTS Daniel,Silver Medal,1
1612,ROBERTS Jessica,Bronze Medal,1
1613,ROBERTS Toby,Gold Medal,1
1614,ROBINSON Jack,Silver Medal,1
1615,ROBINSON Kelsey,Silver Medal,1
1616,RODMAN Trinity,Gold Medal,1
1617,RODNEY Brendon,Gold Medal,1
1618,RODRIGUEZ Javier,Bronze Medal,1
1619,ROEOESLI Roman,Bronze Medal,1
1620,ROGERS Camryn,Gold Medal,1
1621,ROGGE Bente,Bronze Medal,1
1622,ROGGE Lieke,Bronze Medal,1
1623,ROHIDAS Amit,Bronze Medal,1
1624,ROOKS Kenneth,Silver Medal,1
1625,ROOTH Markus,Gold Medal,1
1626,ROSILLO KINDELAN Gabriel Alejandro,Bronze Medal,1
1627,ROSSETTI Gabriele,Gold Medal,1
1628,ROTHENBERGER Soenke,Gold Medal,1
1629,ROVETTI Steph,Bronze Medal,1
1630,RUANO OLIVA Adriana,Gold Medal,1
1631,RUBES Martin,Bronze Medal,1
1632,RUDKIN James,Gold Medal,1
1633,RUEHR Christopher,Silver Medal,1
1634,RUIZ Abel,Gold Medal,1
1635,RUIZ Angela,Bronze Medal,1
1636,RUIZ BARRIL Elena,Gold Medal,1
1637,RUPERT Iliana,Silver Medal,1
1638,RUSHER Nick,Bronze Medal,1
1639,RUSHFELDT DEILA Thale,Gold Medal,1
1640,RUSSELL Aaron,Bronze Medal,1
1641,RUSSELL Masai,Gold Medal,1
1642,RUSU Maria Magdalena,Gold Medal,1
1643,RUTTER Amber Jo,Silver Medal,1
1644,RYBACHOK Anastasiia,Silver Medal,1
1645,SAALBERG Eveline,Silver Medal,1
1646,SAILI Alena,Gold Medal,1
1647,SAITO Tatsuru,Silver Medal,1
1648,SAKAKIBARA Saya,Gold Medal,1
1649,SAKO Hatadou,Silver Medal,1
1650,SAKURAI Tsugumi,Gold Medal,1
1651,SALAUN Janelle,Silver Medal,1
1652,SALDANA LOPEZ Sara,Bronze Medal,1
1653,SALIMI Arian,Gold Medal,1
